           time          epoch      iteration  learning_rate   nll_joint_tr   nll_class_tr      cat_ce_tr         acc_tr
            0.4      0002/0400      0030/0090      0.01000        4.61854        4.61877        3.74435        0.03125
            0.4      0002/0400      0031/0090      0.01000        4.62184        4.62207        3.79539        0.00000
            0.4      0002/0400      0032/0090      0.01000        4.61930        4.61953        3.79787        0.09375
            0.4      0002/0400      0033/0090      0.01000        4.62173        4.62195        3.51926        0.06250
            0.5      0002/0400      0034/0090      0.01000        4.62534        4.62558        3.95991        0.00000
            0.5      0002/0400      0035/0090      0.01000        4.62081        4.62107        4.26522        0.06250
            0.5      0002/0400      0036/0090      0.01000        4.62292        4.62313        3.40363        0.09375
            0.5      0002/0400      0037/0090      0.01000        4.61868        4.61892        3.93216        0.09375
            0.5      0002/0400      0038/0090      0.01000        4.62169        4.62191        3.61583        0.06250
            0.5      0002/0400      0039/0090      0.01000        4.62391        4.62411        3.25121        0.15625
            0.5      0002/0400      0040/0090      0.01000        4.61873        4.61904        4.95215        0.03125
            0.5      0002/0400      0041/0090      0.01000        4.61815        4.61840        4.10515        0.15625
            0.5      0002/0400      0042/0090      0.01000        4.61715        4.61751        5.92120        0.06250
            0.5      0002/0400      0043/0090      0.01000        4.61757        4.61779        3.53330        0.06250
            0.5      0002/0400      0044/0090      0.01000        4.61582        4.61608        4.26702        0.03125
            0.5      0002/0400      0045/0090      0.01000        4.61859        4.61880        3.45249        0.09375
            0.5      0002/0400      0046/0090      0.01000        4.61657        4.61677        3.38522        0.15625
            0.5      0002/0400      0047/0090      0.01000        4.61582        4.61605        3.68175        0.00000
            0.5      0002/0400      0048/0090      0.01000        4.61487        4.61515        4.59676        0.00000
            0.5      0002/0400      0049/0090      0.01000        4.62033        4.62053        3.30647        0.15625
            0.5      0002/0400      0050/0090      0.01000        4.61490        4.61511        3.34621        0.15625
            0.5      0002/0400      0051/0090      0.01000        4.61590        4.61616        4.14372        0.00000
            0.5      0002/0400      0052/0090      0.01000        4.61745        4.61767        3.60019        0.09375
            0.5      0002/0400      0053/0090      0.01000        4.61430        4.61455        3.98033        0.06250
            0.5      0002/0400      0054/0090      0.01000        4.61526        4.61550        3.97991        0.03125
            0.5      0002/0400      0055/0090      0.01000        4.61838        4.61860        3.69844        0.09375
            0.5      0002/0400      0056/0090      0.01000        4.61536        4.61558        3.74454        0.03125
            0.5      0002/0400      0057/0090      0.01000        4.61629        4.61654        4.03685        0.09375
            0.5      0002/0400      0058/0090      0.01000        4.61601        4.61626        4.11009        0.00000
            0.5      0002/0400      0059/0090      0.01000        4.61678        4.61706        4.66854        0.03125
            0.5      0002/0400      0060/0090      0.01000        4.61606        4.61626        3.38958        0.15625
            0.5      0002/0400      0061/0090      0.01000        4.61394        4.61419        3.98866        0.06250
            0.5      0002/0400      0062/0090      0.01000        4.61454        4.61475        3.41966        0.06250
            0.5      0002/0400      0063/0090      0.01000        4.61403        4.61425        3.55248        0.00000
            0.5      0002/0400      0064/0090      0.01000        4.61400        4.61421        3.47510        0.15625
            0.5      0002/0400      0065/0090      0.01000        4.61405        4.61426        3.51785        0.06250
            0.5      0002/0400      0066/0090      0.01000        4.61597        4.61618        3.39264        0.12500
            0.5      0002/0400      0067/0090      0.01000        4.61220        4.61244        3.94505        0.06250
            0.5      0002/0400      0068/0090      0.01000        4.61850        4.61873        3.63431        0.00000
            0.5      0002/0400      0069/0090      0.01000        4.61418        4.61443        4.06912        0.06250
            0.5      0002/0400      0070/0090      0.01000        4.61296        4.61320        3.95802        0.06250
            0.5      0002/0400      0071/0090      0.01000        4.61391        4.61417        4.41269        0.06250
            0.5      0002/0400      0072/0090      0.01000        4.61470        4.61498        4.69856        0.06250
            0.5      0002/0400      0073/0090      0.01000        4.61458        4.61484        4.35962        0.06250
            0.5      0002/0400      0074/0090      0.01000        4.61289        4.61313        4.04989        0.00000
            0.5      0002/0400      0075/0090      0.01000        4.61045        4.61068        3.68988        0.03125
            0.5      0002/0400      0076/0090      0.01000        4.61258        4.61279        3.58364        0.03125
            0.5      0002/0400      0077/0090      0.01000        4.61315        4.61336        3.47862        0.09375
            0.5      0002/0400      0078/0090      0.01000        4.61069        4.61092        3.78721        0.09375
            0.5      0002/0400      0079/0090      0.01000        4.61154        4.61178        3.87183        0.03125
            0.5      0002/0400      0080/0090      0.01000        4.61543        4.61564        3.37417        0.06250
            0.5      0002/0400      0081/0090      0.01000        4.61232        4.61256        3.88051        0.03125
            0.5      0002/0400      0082/0090      0.01000        4.61234        4.61257        3.81756        0.03125
            0.5      0002/0400      0083/0090      0.01000        4.61133        4.61159        4.27767        0.09375
            0.5      0002/0400      0084/0090      0.01000        4.61335        4.61355        3.32862        0.12500
            0.5      0002/0400      0085/0090      0.01000        4.61351        4.61376        4.09285        0.03125
            0.5      0002/0400      0086/0090      0.01000        4.61813        4.61835        3.63682        0.09375
            0.5      0002/0400      0087/0090      0.01000        4.61158        4.61179        3.40044        0.03125
            0.5      0002/0400      0088/0090      0.01000        4.61028        4.61051        3.73426        0.06250
            0.5      0002/0400      0089/0090      0.01000        4.61436        4.61460        3.96136        0.09375
            0.6      0003/0400      0000/0090      0.01000        4.61345        4.61367        3.59279        0.06250
            0.6      0003/0400      0001/0090      0.01000        4.61298        4.61322        4.02050        0.03125
            0.6      0003/0400      0002/0090      0.01000        4.61163        4.61186        3.80035        0.09375
            0.6      0003/0400      0003/0090      0.01000        4.61287        4.61308        3.46237        0.03125
            0.6      0003/0400      0004/0090      0.01000        4.60971        4.60995        3.99088        0.06250
            0.6      0003/0400      0005/0090      0.01000        4.61412        4.61434        3.54684        0.03125
            0.6      0003/0400      0006/0090      0.01000        4.61503        4.61524        3.40853        0.03125
            0.6      0003/0400      0007/0090      0.01000        4.61203        4.61223        3.28245        0.09375
            0.6      0003/0400      0008/0090      0.01000        4.60875        4.60899        3.91735        0.12500
            0.6      0003/0400      0009/0090      0.01000        4.60879        4.60906        4.46312        0.12500
            0.6      0003/0400      0010/0090      0.01000        4.60944        4.60965        3.40504        0.06250
            0.6      0003/0400      0011/0090      0.01000        4.60904        4.60926        3.62655        0.03125
            0.6      0003/0400      0012/0090      0.01000        4.60989        4.61015        4.28009        0.09375
            0.6      0003/0400      0013/0090      0.01000        4.60693        4.60717        3.86111        0.06250
            0.6      0003/0400      0014/0090      0.01000        4.60745        4.60779        5.47896        0.00000
            0.6      0003/0400      0015/0090      0.01000        4.61438        4.61460        3.68622        0.03125
            0.6      0003/0400      0016/0090      0.01000        4.60949        4.60973        3.93913        0.00000
            0.6      0003/0400      0017/0090      0.01000        4.60808        4.60831        3.74161        0.06250
            0.7      0003/0400      0018/0090      0.01000        4.61122        4.61144        3.52743        0.03125
            0.7      0003/0400      0019/0090      0.01000        4.60996        4.61020        3.96401        0.06250
            0.7      0003/0400      0020/0090      0.01000        4.60621        4.60646        4.12882        0.00000
            0.7      0003/0400      0021/0090      0.01000        4.60955        4.60975        3.32634        0.09375
            0.7      0003/0400      0022/0090      0.01000        4.61093        4.61114        3.46519        0.18750
            0.7      0003/0400      0023/0090      0.01000        4.61033        4.61053        3.22528        0.12500
            0.7      0003/0400      0024/0090      0.01000        4.61051        4.61071        3.35756        0.09375
            0.7      0003/0400      0025/0090      0.01000        4.60642        4.60667        4.15729        0.03125
            0.7      0003/0400      0026/0090      0.01000        4.60840        4.60861        3.39880        0.09375
            0.7      0003/0400      0027/0090      0.01000        4.60766        4.60789        3.75091        0.18750
            0.7      0003/0400      0028/0090      0.01000        4.60806        4.60826        3.38220        0.12500
            0.7      0003/0400      0029/0090      0.01000        4.60787        4.60811        3.91066        0.06250
            0.7      0003/0400      0030/0090      0.01000        4.61065        4.61088        3.72834        0.03125
            0.7      0003/0400      0031/0090      0.01000        4.60917        4.60938        3.46374        0.06250
            0.7      0003/0400      0032/0090      0.01000        4.60759        4.60785        4.24245        0.06250
            0.7      0003/0400      0033/0090      0.01000        4.60619        4.60641        3.54531        0.09375
            0.7      0003/0400      0034/0090      0.01000        4.60708        4.60733        4.06676        0.06250
            0.7      0003/0400      0035/0090      0.01000        4.60952        4.60974        3.57476        0.06250
            0.7      0003/0400      0036/0090      0.01000        4.60572        4.60600        4.48555        0.03125
            0.7      0003/0400      0037/0090      0.01000        4.60830        4.60851        3.55556        0.09375
            0.7      0003/0400      0038/0090      0.01000        4.60917        4.60939        3.45002        0.09375
            0.7      0003/0400      0039/0090      0.01000        4.60346        4.60370        4.00293        0.09375
            0.7      0003/0400      0040/0090      0.01000        4.60575        4.60600        4.01429        0.18750
            0.7      0003/0400      0041/0090      0.01000        4.60478        4.60498        3.32098        0.12500
            0.7      0003/0400      0042/0090      0.01000        4.60558        4.60581        3.82162        0.06250
            0.7      0003/0400      0043/0090      0.01000        4.60437        4.60457        3.34500        0.03125
            0.7      0003/0400      0044/0090      0.01000        4.60678        4.60700        3.55673        0.12500
            0.7      0003/0400      0045/0090      0.01000        4.60576        4.60597        3.49882        0.09375
            0.7      0003/0400      0046/0090      0.01000        4.60846        4.60868        3.52250        0.06250
